"Dept","Whitehall","value","measure","Period","group","change"
"DfT","Whitehall",-0.173913043,"Cumulative_Perc_net_change","2013Q1","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.188405797,"Cumulative_Perc_net_change","2013Q2","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.192991075,"Cumulative_Perc_net_change","2013Q3","DfT-Whitehall",-Inf
"DfT","Whitehall",-0.188405797,"Cumulative_Perc_net_change","2013Q4","DfT-Whitehall",-Inf
"FCO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","FCO-Departmental Group",NA
"FCO","Departmental Group",-0.01384083,"Cumulative_Perc_net_change","2010Q4","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.045847751,"Cumulative_Perc_net_change","2011Q1","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.056228374,"Cumulative_Perc_net_change","2011Q2","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.069204152,"Cumulative_Perc_net_change","2011Q3","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.043252595,"Cumulative_Perc_net_change","2011Q4","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.042387543,"Cumulative_Perc_net_change","2012Q1","FCO-Departmental Group",-Inf
"FCO","Departmental Group",0.010380623,"Cumulative_Perc_net_change","2012Q2","FCO-Departmental Group",Inf
"FCO","Departmental Group",-0.07266436,"Cumulative_Perc_net_change","2012Q3","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.057093426,"Cumulative_Perc_net_change","2012Q4","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.055363322,"Cumulative_Perc_net_change","2013Q1","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.05449827,"Cumulative_Perc_net_change","2013Q2","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.043252595,"Cumulative_Perc_net_change","2013Q3","FCO-Departmental Group",-Inf
"FCO","Departmental Group",-0.041522491,"Cumulative_Perc_net_change","2013Q4","FCO-Departmental Group",-Inf
"FCO","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","FCO-Non-Whitehall",NA
"FCO","Non-Whitehall",-0.005300353,"Cumulative_Perc_net_change","2010Q4","FCO-Non-Whitehall",-Inf
"FCO","Non-Whitehall",-0.051236749,"Cumulative_Perc_net_change","2011Q1","FCO-Non-Whitehall",-Inf
"FCO","Non-Whitehall",-0.054770318,"Cumulative_Perc_net_change","2011Q2","FCO-Non-Whitehall",-Inf
"FCO","Non-Whitehall",-0.061837456,"Cumulative_Perc_net_change","2011Q3","FCO-Non-Whitehall",-Inf
"FCO","Non-Whitehall",-0.065371025,"Cumulative_Perc_net_change","2011Q4","FCO-Non-Whitehall",-Inf
"FCO","Non-Whitehall",-0.065371025,"Cumulative_Perc_net_change","2012Q1","FCO-Non-Whitehall",-Inf
"FCO","Non-Whitehall",-0.070671378,"Cumulative_Perc_net_change","2012Q2","FCO-Non-Whitehall",-Inf
"FCO","Non-Whitehall",0.077738516,"Cumulative_Perc_net_change","2012Q3","FCO-Non-Whitehall",Inf
"FCO","Non-Whitehall",0.084805654,"Cumulative_Perc_net_change","2012Q4","FCO-Non-Whitehall",Inf
"FCO","Non-Whitehall",0.086572438,"Cumulative_Perc_net_change","2013Q1","FCO-Non-Whitehall",Inf
"FCO","Non-Whitehall",0.093639576,"Cumulative_Perc_net_change","2013Q2","FCO-Non-Whitehall",Inf
"FCO","Non-Whitehall",0.125441696,"Cumulative_Perc_net_change","2013Q3","FCO-Non-Whitehall",Inf
"FCO","Non-Whitehall",0.127208481,"Cumulative_Perc_net_change","2013Q4","FCO-Non-Whitehall",Inf
"FCO","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","FCO-Whitehall",NA
"FCO","Whitehall",-0.022033898,"Cumulative_Perc_net_change","2010Q4","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.040677966,"Cumulative_Perc_net_change","2011Q1","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.057627119,"Cumulative_Perc_net_change","2011Q2","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.076271186,"Cumulative_Perc_net_change","2011Q3","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.022033898,"Cumulative_Perc_net_change","2011Q4","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.020338983,"Cumulative_Perc_net_change","2012Q1","FCO-Whitehall",-Inf
"FCO","Whitehall",0.088135593,"Cumulative_Perc_net_change","2012Q2","FCO-Whitehall",Inf
"FCO","Whitehall",-0.216949153,"Cumulative_Perc_net_change","2012Q3","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.193220339,"Cumulative_Perc_net_change","2012Q4","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.191525424,"Cumulative_Perc_net_change","2013Q1","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.196610169,"Cumulative_Perc_net_change","2013Q2","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.205084746,"Cumulative_Perc_net_change","2013Q3","FCO-Whitehall",-Inf
"FCO","Whitehall",-0.203389831,"Cumulative_Perc_net_change","2013Q4","FCO-Whitehall",-Inf
"GEO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","GEO-Departmental Group",NA
"GEO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q4","GEO-Departmental Group",NA
"GEO","Departmental Group",0,"Cumulative_Perc_net_change","2011Q1","GEO-Departmental Group",NA
"GEO","Departmental Group",0,"Cumulative_Perc_net_change","2011Q2","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2011Q3","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2011Q4","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q1","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q2","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q3","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2012Q4","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2013Q1","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2013Q2","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2013Q3","GEO-Departmental Group",NA
"GEO","Departmental Group",NA,"Cumulative_Perc_net_change","2013Q4","GEO-Departmental Group",NA
"GEO","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","GEO-Non-Whitehall",NA
"GEO","Non-Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","GEO-Non-Whitehall",NA
"GEO","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","GEO-Whitehall",NA
"GEO","Whitehall",0,"Cumulative_Perc_net_change","2010Q4","GEO-Whitehall",NA
"GEO","Whitehall",0,"Cumulative_Perc_net_change","2011Q1","GEO-Whitehall",NA
"GEO","Whitehall",0,"Cumulative_Perc_net_change","2011Q2","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","GEO-Whitehall",NA
"GEO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","GEO-Whitehall",NA
"HMRC","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Departmental Group",NA
"HMRC","Departmental Group",-0.010936624,"Cumulative_Perc_net_change","2010Q4","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.009955132,"Cumulative_Perc_net_change","2011Q1","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.001962984,"Cumulative_Perc_net_change","2011Q2","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.010515984,"Cumulative_Perc_net_change","2011Q3","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.012338755,"Cumulative_Perc_net_change","2011Q4","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.019349411,"Cumulative_Perc_net_change","2012Q1","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.030286035,"Cumulative_Perc_net_change","2012Q2","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.044167134,"Cumulative_Perc_net_change","2012Q3","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.048233315,"Cumulative_Perc_net_change","2012Q4","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.046270331,"Cumulative_Perc_net_change","2013Q1","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.055243971,"Cumulative_Perc_net_change","2013Q2","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.066601234,"Cumulative_Perc_net_change","2013Q3","HMRC-Departmental Group",-Inf
"HMRC","Departmental Group",-0.075154234,"Cumulative_Perc_net_change","2013Q4","HMRC-Departmental Group",-Inf
"HMRC","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Non-Whitehall",NA
"HMRC","Non-Whitehall",-0.010936624,"Cumulative_Perc_net_change","2010Q4","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.009955132,"Cumulative_Perc_net_change","2011Q1","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.001962984,"Cumulative_Perc_net_change","2011Q2","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.010515984,"Cumulative_Perc_net_change","2011Q3","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.012338755,"Cumulative_Perc_net_change","2011Q4","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.019349411,"Cumulative_Perc_net_change","2012Q1","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.030286035,"Cumulative_Perc_net_change","2012Q2","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.044167134,"Cumulative_Perc_net_change","2012Q3","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.048233315,"Cumulative_Perc_net_change","2012Q4","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.046270331,"Cumulative_Perc_net_change","2013Q1","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.055243971,"Cumulative_Perc_net_change","2013Q2","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.066601234,"Cumulative_Perc_net_change","2013Q3","HMRC-Non-Whitehall",-Inf
"HMRC","Non-Whitehall",-0.075154234,"Cumulative_Perc_net_change","2013Q4","HMRC-Non-Whitehall",-Inf
"HMRC","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","HMRC-Whitehall",NA
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","HMRC-Whitehall",NA
"HMT","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HMT-Departmental Group",NA
"HMT","Departmental Group",-0.034682081,"Cumulative_Perc_net_change","2010Q4","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.069364162,"Cumulative_Perc_net_change","2011Q1","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.115606936,"Cumulative_Perc_net_change","2011Q2","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.098265896,"Cumulative_Perc_net_change","2011Q3","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.10982659,"Cumulative_Perc_net_change","2011Q4","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.069364162,"Cumulative_Perc_net_change","2012Q1","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.080924855,"Cumulative_Perc_net_change","2012Q2","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.075033348,"Cumulative_Perc_net_change","2012Q3","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.075033348,"Cumulative_Perc_net_change","2012Q4","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.075033348,"Cumulative_Perc_net_change","2013Q1","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.098599378,"Cumulative_Perc_net_change","2013Q2","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.080924855,"Cumulative_Perc_net_change","2013Q3","HMT-Departmental Group",-Inf
"HMT","Departmental Group",-0.080924855,"Cumulative_Perc_net_change","2013Q4","HMT-Departmental Group",-Inf
"HMT","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMT-Non-Whitehall",NA
"HMT","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q4","HMT-Non-Whitehall",NA
"HMT","Non-Whitehall",0,"Cumulative_Perc_net_change","2011Q1","HMT-Non-Whitehall",NA
"HMT","Non-Whitehall",0.027027027,"Cumulative_Perc_net_change","2011Q2","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.162162162,"Cumulative_Perc_net_change","2011Q3","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.162162162,"Cumulative_Perc_net_change","2011Q4","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.162162162,"Cumulative_Perc_net_change","2012Q1","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.135135135,"Cumulative_Perc_net_change","2012Q2","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.162162162,"Cumulative_Perc_net_change","2012Q3","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.189189189,"Cumulative_Perc_net_change","2012Q4","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.189189189,"Cumulative_Perc_net_change","2013Q1","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.162162162,"Cumulative_Perc_net_change","2013Q2","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.216216216,"Cumulative_Perc_net_change","2013Q3","HMT-Non-Whitehall",Inf
"HMT","Non-Whitehall",0.27027027,"Cumulative_Perc_net_change","2013Q4","HMT-Non-Whitehall",Inf
"HMT","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMT-Whitehall",NA
"HMT","Whitehall",-0.044117647,"Cumulative_Perc_net_change","2010Q4","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.088235294,"Cumulative_Perc_net_change","2011Q1","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.154411765,"Cumulative_Perc_net_change","2011Q2","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.169117647,"Cumulative_Perc_net_change","2011Q3","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.183823529,"Cumulative_Perc_net_change","2011Q4","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.132352941,"Cumulative_Perc_net_change","2012Q1","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.139705882,"Cumulative_Perc_net_change","2012Q2","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.139705882,"Cumulative_Perc_net_change","2012Q3","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.147252322,"Cumulative_Perc_net_change","2012Q4","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.147252322,"Cumulative_Perc_net_change","2013Q1","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.169891641,"Cumulative_Perc_net_change","2013Q2","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.162345201,"Cumulative_Perc_net_change","2013Q3","HMT-Whitehall",-Inf
"HMT","Whitehall",-0.17743808,"Cumulative_Perc_net_change","2013Q4","HMT-Whitehall",-Inf
"HO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HO-Departmental Group",NA
"HO","Departmental Group",-0.039903681,"Cumulative_Perc_net_change","2010Q4","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.058135535,"Cumulative_Perc_net_change","2011Q1","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.100103199,"Cumulative_Perc_net_change","2011Q2","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.12507183,"Cumulative_Perc_net_change","2011Q3","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.15004046,"Cumulative_Perc_net_change","2011Q4","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.157223217,"Cumulative_Perc_net_change","2012Q1","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.161327649,"Cumulative_Perc_net_change","2012Q2","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.164405973,"Cumulative_Perc_net_change","2012Q3","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.158933397,"Cumulative_Perc_net_change","2012Q4","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.149371941,"Cumulative_Perc_net_change","2013Q1","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.14834337,"Cumulative_Perc_net_change","2013Q2","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.129829096,"Cumulative_Perc_net_change","2013Q3","HO-Departmental Group",-Inf
"HO","Departmental Group",-0.126736071,"Cumulative_Perc_net_change","2013Q4","HO-Departmental Group",-Inf
"HO","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HO-Non-Whitehall",NA
"HO","Non-Whitehall",-0.039903681,"Cumulative_Perc_net_change","2010Q4","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.058135535,"Cumulative_Perc_net_change","2011Q1","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.100103199,"Cumulative_Perc_net_change","2011Q2","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.12507183,"Cumulative_Perc_net_change","2011Q3","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.15004046,"Cumulative_Perc_net_change","2011Q4","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.157223217,"Cumulative_Perc_net_change","2012Q1","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.161327649,"Cumulative_Perc_net_change","2012Q2","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.164405973,"Cumulative_Perc_net_change","2012Q3","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.158933397,"Cumulative_Perc_net_change","2012Q4","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.149371941,"Cumulative_Perc_net_change","2013Q1","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.14834337,"Cumulative_Perc_net_change","2013Q2","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.129829096,"Cumulative_Perc_net_change","2013Q3","HO-Non-Whitehall",-Inf
"HO","Non-Whitehall",-0.126736071,"Cumulative_Perc_net_change","2013Q4","HO-Non-Whitehall",-Inf
"HO","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","HO-Whitehall",NA
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","HO-Whitehall",NA
"MoD","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","MoD-Departmental Group",NA
"MoD","Departmental Group",-0.006250849,"Cumulative_Perc_net_change","2010Q4","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.020519092,"Cumulative_Perc_net_change","2011Q1","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.039543416,"Cumulative_Perc_net_change","2011Q2","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.052045115,"Cumulative_Perc_net_change","2011Q3","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.099582264,"Cumulative_Perc_net_change","2011Q4","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.145028337,"Cumulative_Perc_net_change","2012Q1","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.168587804,"Cumulative_Perc_net_change","2012Q2","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.180855455,"Cumulative_Perc_net_change","2012Q3","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.200511578,"Cumulative_Perc_net_change","2012Q4","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.209433507,"Cumulative_Perc_net_change","2013Q1","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.213894471,"Cumulative_Perc_net_change","2013Q2","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.216124953,"Cumulative_Perc_net_change","2013Q3","MoD-Departmental Group",-Inf
"MoD","Departmental Group",-0.222676994,"Cumulative_Perc_net_change","2013Q4","MoD-Departmental Group",-Inf
"MoD","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoD-Non-Whitehall",NA
"MoD","Non-Whitehall",-0.006250849,"Cumulative_Perc_net_change","2010Q4","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.020519092,"Cumulative_Perc_net_change","2011Q1","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.039543416,"Cumulative_Perc_net_change","2011Q2","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.052045115,"Cumulative_Perc_net_change","2011Q3","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.099582264,"Cumulative_Perc_net_change","2011Q4","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.145028337,"Cumulative_Perc_net_change","2012Q1","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.168587804,"Cumulative_Perc_net_change","2012Q2","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.180855455,"Cumulative_Perc_net_change","2012Q3","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.200511578,"Cumulative_Perc_net_change","2012Q4","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.209433507,"Cumulative_Perc_net_change","2013Q1","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.213894471,"Cumulative_Perc_net_change","2013Q2","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.216124953,"Cumulative_Perc_net_change","2013Q3","MoD-Non-Whitehall",-Inf
"MoD","Non-Whitehall",-0.222676994,"Cumulative_Perc_net_change","2013Q4","MoD-Non-Whitehall",-Inf
"MoD","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","MoD-Whitehall",NA
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2013Q4","MoD-Whitehall",NA
"MoJ","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Departmental Group",NA
"MoJ","Departmental Group",-0.005553452,"Cumulative_Perc_net_change","2010Q4","MoJ-Departmental Group",-Inf
