"variable","dimension","split","value","measure","questiontext","split_n","dim_id","eng_score_component"
"b49","Region of England usually work in","Yorkshire and the Humber",0.35,"B49","I think it is safe to challenge the way things are done in [my organisation]",17330,"H1A",FALSE
"b49","Time in current job","Less than 1 year",0.44,"B49","I think it is safe to challenge the way things are done in [my organisation]",58890,"H02",FALSE
"b49","Time in current job","1 year but less than 3 years",0.41,"B49","I think it is safe to challenge the way things are done in [my organisation]",61428,"H02",FALSE
"b49","Time in current job","3 years but less than 5 years",0.37,"B49","I think it is safe to challenge the way things are done in [my organisation]",38332,"H02",FALSE
"b49","Time in current job","5 years but less than 10 years",0.33,"B49","I think it is safe to challenge the way things are done in [my organisation]",53962,"H02",FALSE
"b49","Time in current job","10 years or more",0.3,"B49","I think it is safe to challenge the way things are done in [my organisation]",53584,"H02",FALSE
"b49","Time in organisation (or predecessor)","Less than 1 year",0.48,"B49","I think it is safe to challenge the way things are done in [my organisation]",16436,"H03",FALSE
"b49","Time in organisation (or predecessor)","1 year but less than 3 years",0.43,"B49","I think it is safe to challenge the way things are done in [my organisation]",17550,"H03",FALSE
"b49","Time in organisation (or predecessor)","3 years but less than 5 years",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",20460,"H03",FALSE
"b49","Time in organisation (or predecessor)","5 years but less than 10 years",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",48419,"H03",FALSE
"b49","Time in organisation (or predecessor)","10 years or more",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",147675,"H03",FALSE
"b49","Time in Civil Service","Less than 1 year",0.46,"B49","I think it is safe to challenge the way things are done in [my organisation]",14876,"H04",FALSE
"b49","Time in Civil Service","1 year but less than 3 years",0.43,"B49","I think it is safe to challenge the way things are done in [my organisation]",12249,"H04",FALSE
"b49","Time in Civil Service","3 years but less than 5 years",0.41,"B49","I think it is safe to challenge the way things are done in [my organisation]",17299,"H04",FALSE
"b49","Time in Civil Service","5 years but less than 10 years",0.37,"B49","I think it is safe to challenge the way things are done in [my organisation]",44849,"H04",FALSE
"b49","Time in Civil Service","10 years or more",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",154217,"H04",FALSE
"b49","Manager status","Non-manager",0.33,"B49","I think it is safe to challenge the way things are done in [my organisation]",185009,"H05",FALSE
"b49","Manager status","Manager",0.47,"B49","I think it is safe to challenge the way things are done in [my organisation]",81009,"H05",FALSE
"b49","Working pattern","Full-time",0.37,"B49","I think it is safe to challenge the way things are done in [my organisation]",216469,"H06",FALSE
"b49","Working pattern","Part-time",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",50954,"H06",FALSE
"b49","Working pattern","Job-share",0.41,"B49","I think it is safe to challenge the way things are done in [my organisation]",821,"H06",FALSE
"b49","Employment status","Permanent contract",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",251751,"H07",FALSE
"b49","Employment status","Fixed term contract",0.45,"B49","I think it is safe to challenge the way things are done in [my organisation]",9840,"H07",FALSE
"b49","Employment status","Loaned from other CS organisation",0.51,"B49","I think it is safe to challenge the way things are done in [my organisation]",2270,"H07",FALSE
"b49","Employment status","Temporary/agency worker",0.43,"B49","I think it is safe to challenge the way things are done in [my organisation]",2435,"H07",FALSE
"b49","Employment status","Contractor/freelancer",0.46,"B49","I think it is safe to challenge the way things are done in [my organisation]",1167,"H07",FALSE
"b49","Employment status","Secondee from outside CS",0.47,"B49","I think it is safe to challenge the way things are done in [my organisation]",1185,"H07",FALSE
"b49","Occupation of main role - major groups","Operations",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",158154,"H08",FALSE
"b49","Occupation of main role - major groups","Corporate Services",0.41,"B49","I think it is safe to challenge the way things are done in [my organisation]",47213,"H08",FALSE
"b49","Occupation of main role - major groups","Policy",0.43,"B49","I think it is safe to challenge the way things are done in [my organisation]",17102,"H08",FALSE
"b49","Occupation of main role - major groups","Specialist services",0.37,"B49","I think it is safe to challenge the way things are done in [my organisation]",27836,"H08",FALSE
"b49","Occupation of main role - major groups","Other",0.29,"B49","I think it is safe to challenge the way things are done in [my organisation]",14756,"H08",FALSE
"b49","Development scheme","Not on a development scheme",0.37,"B49","I think it is safe to challenge the way things are done in [my organisation]",255315,"H09",FALSE
"b49","Development scheme","Civil Service Fast Stream schemes",0.54,"B49","I think it is safe to challenge the way things are done in [my organisation]",2285,"H09",FALSE
"b49","Development scheme","Other development scheme",0.51,"B49","I think it is safe to challenge the way things are done in [my organisation]",5666,"H09",FALSE
"b49","Sex","Male",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",113109,"J01",FALSE
"b49","Sex","Female",0.4,"B49","I think it is safe to challenge the way things are done in [my organisation]",125295,"J01",FALSE
"b49","Age","Aged 16-34",0.43,"B49","I think it is safe to challenge the way things are done in [my organisation]",52923,"J02",FALSE
"b49","Age","Aged 35-44",0.4,"B49","I think it is safe to challenge the way things are done in [my organisation]",60476,"J02",FALSE
"b49","Age","Aged 45-54",0.38,"B49","I think it is safe to challenge the way things are done in [my organisation]",79941,"J02",FALSE
"b49","Age","Aged 55+",0.37,"B49","I think it is safe to challenge the way things are done in [my organisation]",40346,"J02",FALSE
"b49","Ethnicity - binary","White",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",216883,"J03",FALSE
"b49","Ethnicity - binary","BME",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",22776,"J03",FALSE
"b49","Ethnicity - major group","White",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",216883,"J03",FALSE
"b49","Ethnicity - major group","Mixed",0.4,"B49","I think it is safe to challenge the way things are done in [my organisation]",3319,"J03",FALSE
"b49","Ethnicity - major group","Asian",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",11620,"J03",FALSE
"b49","Ethnicity - major group","Black",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",6511,"J03",FALSE
"b49","Ethnicity - major group","Other ethnic group",0.49,"B49","I think it is safe to challenge the way things are done in [my organisation]",1326,"J03",FALSE
"b49","Long-term health","No long-term limiting illness or condition",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",227203,"J04",FALSE
"b49","Long-term health","Long-term limiting illness or condition",0.29,"B49","I think it is safe to challenge the way things are done in [my organisation]",20700,"J04",FALSE
"b49","Caring status","Not a carer",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",194596,"J05",FALSE
"b49","Caring status","Carer for others",0.34,"B49","I think it is safe to challenge the way things are done in [my organisation]",56905,"J05",FALSE
"b49","Childcare status","No childcare responsibilities",0.38,"B49","I think it is safe to challenge the way things are done in [my organisation]",165273,"J06",FALSE
"b49","Childcare status","Has childcare responsibilities",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",85962,"J06",FALSE
"b49","Sexual identity","Heterosexual/straight",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",223402,"J07",FALSE
"b49","Sexual identity","Gay, lesbian or bisexual",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",7524,"J07",FALSE
"b49","Sexual identity","Other",0.29,"B49","I think it is safe to challenge the way things are done in [my organisation]",1541,"J07",FALSE
"b49","Religious identity","No religion",0.4,"B49","I think it is safe to challenge the way things are done in [my organisation]",84120,"J08",FALSE
"b49","Religious identity","Christian",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",131231,"J08",FALSE
"b49","Religious identity","Buddhist",0.36,"B49","I think it is safe to challenge the way things are done in [my organisation]",1389,"J08",FALSE
"b49","Religious identity","Hindu",0.39,"B49","I think it is safe to challenge the way things are done in [my organisation]",3539,"J08",FALSE
"b49","Religious identity","Jewish",0.38,"B49","I think it is safe to challenge the way things are done in [my organisation]",815,"J08",FALSE
"b49","Religious identity","Muslim",0.44,"B49","I think it is safe to challenge the way things are done in [my organisation]",5725,"J08",FALSE
"b49","Religious identity","Sikh",0.34,"B49","I think it is safe to challenge the way things are done in [my organisation]",1433,"J08",FALSE
"b49","Religious identity","Any other religion",0.31,"B49","I think it is safe to challenge the way things are done in [my organisation]",4221,"J08",FALSE
"b50","Grade","AO/AA",0.45,"B50","I am proud when I tell others I am part of [my organisation]",77720,"",FALSE
"b50","Grade","EO",0.45,"B50","I am proud when I tell others I am part of [my organisation]",72857,"",FALSE
"b50","Grade","SEO/HEO",0.5,"B50","I am proud when I tell others I am part of [my organisation]",68329,"",FALSE
"b50","Grade","G6/G7",0.58,"B50","I am proud when I tell others I am part of [my organisation]",27956,"",FALSE
"b50","Grade","SCS",0.77,"B50","I am proud when I tell others I am part of [my organisation]",4193,"",FALSE
"b50","Country usually work in","England",0.47,"B50","I am proud when I tell others I am part of [my organisation]",210200,"H01",FALSE
"b50","Country usually work in","Scotland",0.5,"B50","I am proud when I tell others I am part of [my organisation]",25648,"H01",FALSE
"b50","Country usually work in","Wales",0.52,"B50","I am proud when I tell others I am part of [my organisation]",18642,"H01",FALSE
"b50","Country usually work in","Northern Ireland",0.41,"B50","I am proud when I tell others I am part of [my organisation]",1476,"H01",FALSE
"b50","Country usually work in","Overseas",0.75,"B50","I am proud when I tell others I am part of [my organisation]",12861,"H01",FALSE
"b50","Region of England usually work in","East Midlands",0.44,"B50","I am proud when I tell others I am part of [my organisation]",12102,"H1A",FALSE
"b50","Region of England usually work in","East of England",0.44,"B50","I am proud when I tell others I am part of [my organisation]",11063,"H1A",FALSE
"b50","Region of England usually work in","London",0.54,"B50","I am proud when I tell others I am part of [my organisation]",51504,"H1A",FALSE
"b50","Region of England usually work in","North East England",0.38,"B50","I am proud when I tell others I am part of [my organisation]",18532,"H1A",FALSE
"b50","Region of England usually work in","North West England",0.44,"B50","I am proud when I tell others I am part of [my organisation]",28406,"H1A",FALSE
"b50","Region of England usually work in","South East England",0.45,"B50","I am proud when I tell others I am part of [my organisation]",25591,"H1A",FALSE
"b50","Region of England usually work in","South West England",0.5,"B50","I am proud when I tell others I am part of [my organisation]",27808,"H1A",FALSE
"b50","Region of England usually work in","West Midlands",0.45,"B50","I am proud when I tell others I am part of [my organisation]",15854,"H1A",FALSE
"b50","Region of England usually work in","Yorkshire and the Humber",0.42,"B50","I am proud when I tell others I am part of [my organisation]",17330,"H1A",FALSE
"b50","Time in current job","Less than 1 year",0.58,"B50","I am proud when I tell others I am part of [my organisation]",58890,"H02",FALSE
"b50","Time in current job","1 year but less than 3 years",0.52,"B50","I am proud when I tell others I am part of [my organisation]",61428,"H02",FALSE
"b50","Time in current job","3 years but less than 5 years",0.48,"B50","I am proud when I tell others I am part of [my organisation]",38332,"H02",FALSE
"b50","Time in current job","5 years but less than 10 years",0.44,"B50","I am proud when I tell others I am part of [my organisation]",53962,"H02",FALSE
"b50","Time in current job","10 years or more",0.41,"B50","I am proud when I tell others I am part of [my organisation]",53584,"H02",FALSE
"b50","Time in organisation (or predecessor)","Less than 1 year",0.71,"B50","I am proud when I tell others I am part of [my organisation]",16436,"H03",FALSE
"b50","Time in organisation (or predecessor)","1 year but less than 3 years",0.63,"B50","I am proud when I tell others I am part of [my organisation]",17550,"H03",FALSE
"b50","Time in organisation (or predecessor)","3 years but less than 5 years",0.55,"B50","I am proud when I tell others I am part of [my organisation]",20460,"H03",FALSE
"b50","Time in organisation (or predecessor)","5 years but less than 10 years",0.5,"B50","I am proud when I tell others I am part of [my organisation]",48419,"H03",FALSE
"b50","Time in organisation (or predecessor)","10 years or more",0.43,"B50","I am proud when I tell others I am part of [my organisation]",147675,"H03",FALSE
"b50","Time in Civil Service","Less than 1 year",0.69,"B50","I am proud when I tell others I am part of [my organisation]",14876,"H04",FALSE
"b50","Time in Civil Service","1 year but less than 3 years",0.66,"B50","I am proud when I tell others I am part of [my organisation]",12249,"H04",FALSE
"b50","Time in Civil Service","3 years but less than 5 years",0.57,"B50","I am proud when I tell others I am part of [my organisation]",17299,"H04",FALSE
"b50","Time in Civil Service","5 years but less than 10 years",0.51,"B50","I am proud when I tell others I am part of [my organisation]",44849,"H04",FALSE
"b50","Time in Civil Service","10 years or more",0.43,"B50","I am proud when I tell others I am part of [my organisation]",154217,"H04",FALSE
"b50","Manager status","Non-manager",0.45,"B50","I am proud when I tell others I am part of [my organisation]",185009,"H05",FALSE
"b50","Manager status","Manager",0.57,"B50","I am proud when I tell others I am part of [my organisation]",81009,"H05",FALSE
"b50","Working pattern","Full-time",0.5,"B50","I am proud when I tell others I am part of [my organisation]",216469,"H06",FALSE
"b50","Working pattern","Part-time",0.43,"B50","I am proud when I tell others I am part of [my organisation]",50954,"H06",FALSE
"b50","Working pattern","Job-share",0.59,"B50","I am proud when I tell others I am part of [my organisation]",821,"H06",FALSE
"b50","Employment status","Permanent contract",0.47,"B50","I am proud when I tell others I am part of [my organisation]",251751,"H07",FALSE
"b50","Employment status","Fixed term contract",0.69,"B50","I am proud when I tell others I am part of [my organisation]",9840,"H07",FALSE
"b50","Employment status","Loaned from other CS organisation",0.69,"B50","I am proud when I tell others I am part of [my organisation]",2270,"H07",FALSE
"b50","Employment status","Temporary/agency worker",0.65,"B50","I am proud when I tell others I am part of [my organisation]",2435,"H07",FALSE
"b50","Employment status","Contractor/freelancer",0.66,"B50","I am proud when I tell others I am part of [my organisation]",1167,"H07",FALSE
"b50","Employment status","Secondee from outside CS",0.67,"B50","I am proud when I tell others I am part of [my organisation]",1185,"H07",FALSE
"b50","Occupation of main role - major groups","Operations",0.45,"B50","I am proud when I tell others I am part of [my organisation]",158154,"H08",FALSE
"b50","Occupation of main role - major groups","Corporate Services",0.53,"B50","I am proud when I tell others I am part of [my organisation]",47213,"H08",FALSE
"b50","Occupation of main role - major groups","Policy",0.62,"B50","I am proud when I tell others I am part of [my organisation]",17102,"H08",FALSE
"b50","Occupation of main role - major groups","Specialist services",0.55,"B50","I am proud when I tell others I am part of [my organisation]",27836,"H08",FALSE
"b50","Occupation of main role - major groups","Other",0.47,"B50","I am proud when I tell others I am part of [my organisation]",14756,"H08",FALSE
"b50","Development scheme","Not on a development scheme",0.48,"B50","I am proud when I tell others I am part of [my organisation]",255315,"H09",FALSE
"b50","Development scheme","Civil Service Fast Stream schemes",0.73,"B50","I am proud when I tell others I am part of [my organisation]",2285,"H09",FALSE
"b50","Development scheme","Other development scheme",0.64,"B50","I am proud when I tell others I am part of [my organisation]",5666,"H09",FALSE
"b50","Sex","Male",0.49,"B50","I am proud when I tell others I am part of [my organisation]",113109,"J01",FALSE
"b50","Sex","Female",0.53,"B50","I am proud when I tell others I am part of [my organisation]",125295,"J01",FALSE
"b50","Age","Aged 16-34",0.59,"B50","I am proud when I tell others I am part of [my organisation]",52923,"J02",FALSE
"b50","Age","Aged 35-44",0.52,"B50","I am proud when I tell others I am part of [my organisation]",60476,"J02",FALSE
"b50","Age","Aged 45-54",0.48,"B50","I am proud when I tell others I am part of [my organisation]",79941,"J02",FALSE
"b50","Age","Aged 55+",0.47,"B50","I am proud when I tell others I am part of [my organisation]",40346,"J02",FALSE
"b50","Ethnicity - binary","White",0.49,"B50","I am proud when I tell others I am part of [my organisation]",216883,"J03",FALSE
"b50","Ethnicity - binary","BME",0.65,"B50","I am proud when I tell others I am part of [my organisation]",22776,"J03",FALSE
"b50","Ethnicity - major group","White",0.49,"B50","I am proud when I tell others I am part of [my organisation]",216883,"J03",FALSE
"b50","Ethnicity - major group","Mixed",0.58,"B50","I am proud when I tell others I am part of [my organisation]",3319,"J03",FALSE
"b50","Ethnicity - major group","Asian",0.67,"B50","I am proud when I tell others I am part of [my organisation]",11620,"J03",FALSE
"b50","Ethnicity - major group","Black",0.64,"B50","I am proud when I tell others I am part of [my organisation]",6511,"J03",FALSE
"b50","Ethnicity - major group","Other ethnic group",0.68,"B50","I am proud when I tell others I am part of [my organisation]",1326,"J03",FALSE
"b50","Long-term health","No long-term limiting illness or condition",0.51,"B50","I am proud when I tell others I am part of [my organisation]",227203,"J04",FALSE
"b50","Long-term health","Long-term limiting illness or condition",0.39,"B50","I am proud when I tell others I am part of [my organisation]",20700,"J04",FALSE
"b50","Caring status","Not a carer",0.51,"B50","I am proud when I tell others I am part of [my organisation]",194596,"J05",FALSE
"b50","Caring status","Carer for others",0.46,"B50","I am proud when I tell others I am part of [my organisation]",56905,"J05",FALSE
"b50","Childcare status","No childcare responsibilities",0.49,"B50","I am proud when I tell others I am part of [my organisation]",165273,"J06",FALSE
"b50","Childcare status","Has childcare responsibilities",0.51,"B50","I am proud when I tell others I am part of [my organisation]",85962,"J06",FALSE
"b50","Sexual identity","Heterosexual/straight",0.51,"B50","I am proud when I tell others I am part of [my organisation]",223402,"J07",FALSE
"b50","Sexual identity","Gay, lesbian or bisexual",0.51,"B50","I am proud when I tell others I am part of [my organisation]",7524,"J07",FALSE
"b50","Sexual identity","Other",0.41,"B50","I am proud when I tell others I am part of [my organisation]",1541,"J07",FALSE
"b50","Religious identity","No religion",0.47,"B50","I am proud when I tell others I am part of [my organisation]",84120,"J08",FALSE
"b50","Religious identity","Christian",0.53,"B50","I am proud when I tell others I am part of [my organisation]",131231,"J08",FALSE
"b50","Religious identity","Buddhist",0.55,"B50","I am proud when I tell others I am part of [my organisation]",1389,"J08",FALSE
"b50","Religious identity","Hindu",0.67,"B50","I am proud when I tell others I am part of [my organisation]",3539,"J08",FALSE
"b50","Religious identity","Jewish",0.54,"B50","I am proud when I tell others I am part of [my organisation]",815,"J08",FALSE
"b50","Religious identity","Muslim",0.7,"B50","I am proud when I tell others I am part of [my organisation]",5725,"J08",FALSE
"b50","Religious identity","Sikh",0.57,"B50","I am proud when I tell others I am part of [my organisation]",1433,"J08",FALSE
"b50","Religious identity","Any other religion",0.43,"B50","I am proud when I tell others I am part of [my organisation]",4221,"J08",FALSE
"b51","Grade","AO/AA",0.39,"B51","I would recommend [my organisation] as a great place to work",77720,"",FALSE
"b51","Grade","EO",0.36,"B51","I would recommend [my organisation] as a great place to work",72857,"",FALSE
"b51","Grade","SEO/HEO",0.38,"B51","I would recommend [my organisation] as a great place to work",68329,"",FALSE
"b51","Grade","G6/G7",0.45,"B51","I would recommend [my organisation] as a great place to work",27956,"",FALSE
"b51","Grade","SCS",0.66,"B51","I would recommend [my organisation] as a great place to work",4193,"",FALSE
"b51","Country usually work in","England",0.36,"B51","I would recommend [my organisation] as a great place to work",210200,"H01",FALSE
"b51","Country usually work in","Scotland",0.42,"B51","I would recommend [my organisation] as a great place to work",25648,"H01",FALSE
"b51","Country usually work in","Wales",0.49,"B51","I would recommend [my organisation] as a great place to work",18642,"H01",FALSE
"b51","Country usually work in","Northern Ireland",0.38,"B51","I would recommend [my organisation] as a great place to work",1476,"H01",FALSE
"b51","Country usually work in","Overseas",0.6,"B51","I would recommend [my organisation] as a great place to work",12861,"H01",FALSE
"b51","Region of England usually work in","East Midlands",0.34,"B51","I would recommend [my organisation] as a great place to work",12102,"H1A",FALSE
"b51","Region of England usually work in","East of England",0.32,"B51","I would recommend [my organisation] as a great place to work",11063,"H1A",FALSE
"b51","Region of England usually work in","London",0.42,"B51","I would recommend [my organisation] as a great place to work",51504,"H1A",FALSE
"b51","Region of England usually work in","North East England",0.33,"B51","I would recommend [my organisation] as a great place to work",18532,"H1A",FALSE
"b51","Region of England usually work in","North West England",0.37,"B51","I would recommend [my organisation] as a great place to work",28406,"H1A",FALSE
"b51","Region of England usually work in","South East England",0.33,"B51","I would recommend [my organisation] as a great place to work",25591,"H1A",FALSE
"b51","Region of England usually work in","South West England",0.36,"B51","I would recommend [my organisation] as a great place to work",27808,"H1A",FALSE
"b51","Region of England usually work in","West Midlands",0.34,"B51","I would recommend [my organisation] as a great place to work",15854,"H1A",FALSE
"b51","Region of England usually work in","Yorkshire and the Humber",0.34,"B51","I would recommend [my organisation] as a great place to work",17330,"H1A",FALSE
"b51","Time in current job","Less than 1 year",0.49,"B51","I would recommend [my organisation] as a great place to work",58890,"H02",FALSE
"b51","Time in current job","1 year but less than 3 years",0.42,"B51","I would recommend [my organisation] as a great place to work",61428,"H02",FALSE
"b51","Time in current job","3 years but less than 5 years",0.38,"B51","I would recommend [my organisation] as a great place to work",38332,"H02",FALSE
"b51","Time in current job","5 years but less than 10 years",0.34,"B51","I would recommend [my organisation] as a great place to work",53962,"H02",FALSE
"b51","Time in current job","10 years or more",0.3,"B51","I would recommend [my organisation] as a great place to work",53584,"H02",FALSE
"b51","Time in organisation (or predecessor)","Less than 1 year",0.66,"B51","I would recommend [my organisation] as a great place to work",16436,"H03",FALSE
"b51","Time in organisation (or predecessor)","1 year but less than 3 years",0.55,"B51","I would recommend [my organisation] as a great place to work",17550,"H03",FALSE
"b51","Time in organisation (or predecessor)","3 years but less than 5 years",0.45,"B51","I would recommend [my organisation] as a great place to work",20460,"H03",FALSE
"b51","Time in organisation (or predecessor)","5 years but less than 10 years",0.39,"B51","I would recommend [my organisation] as a great place to work",48419,"H03",FALSE
"b51","Time in organisation (or predecessor)","10 years or more",0.33,"B51","I would recommend [my organisation] as a great place to work",147675,"H03",FALSE
"b51","Time in Civil Service","Less than 1 year",0.63,"B51","I would recommend [my organisation] as a great place to work",14876,"H04",FALSE
"b51","Time in Civil Service","1 year but less than 3 years",0.57,"B51","I would recommend [my organisation] as a great place to work",12249,"H04",FALSE
"b51","Time in Civil Service","3 years but less than 5 years",0.48,"B51","I would recommend [my organisation] as a great place to work",17299,"H04",FALSE
"b51","Time in Civil Service","5 years but less than 10 years",0.4,"B51","I would recommend [my organisation] as a great place to work",44849,"H04",FALSE
"b51","Time in Civil Service","10 years or more",0.33,"B51","I would recommend [my organisation] as a great place to work",154217,"H04",FALSE
"b51","Manager status","Non-manager",0.36,"B51","I would recommend [my organisation] as a great place to work",185009,"H05",FALSE
"b51","Manager status","Manager",0.45,"B51","I would recommend [my organisation] as a great place to work",81009,"H05",FALSE
"b51","Working pattern","Full-time",0.4,"B51","I would recommend [my organisation] as a great place to work",216469,"H06",FALSE
"b51","Working pattern","Part-time",0.37,"B51","I would recommend [my organisation] as a great place to work",50954,"H06",FALSE
"b51","Working pattern","Job-share",0.47,"B51","I would recommend [my organisation] as a great place to work",821,"H06",FALSE
"b51","Employment status","Permanent contract",0.37,"B51","I would recommend [my organisation] as a great place to work",251751,"H07",FALSE
"b51","Employment status","Fixed term contract",0.62,"B51","I would recommend [my organisation] as a great place to work",9840,"H07",FALSE
"b51","Employment status","Loaned from other CS organisation",0.61,"B51","I would recommend [my organisation] as a great place to work",2270,"H07",FALSE
"b51","Employment status","Temporary/agency worker",0.64,"B51","I would recommend [my organisation] as a great place to work",2435,"H07",FALSE
"b51","Employment status","Contractor/freelancer",0.55,"B51","I would recommend [my organisation] as a great place to work",1167,"H07",FALSE
"b51","Employment status","Secondee from outside CS",0.57,"B51","I would recommend [my organisation] as a great place to work",1185,"H07",FALSE
"b51","Occupation of main role - major groups","Operations",0.37,"B51","I would recommend [my organisation] as a great place to work",158154,"H08",FALSE
"b51","Occupation of main role - major groups","Corporate Services",0.42,"B51","I would recommend [my organisation] as a great place to work",47213,"H08",FALSE
"b51","Occupation of main role - major groups","Policy",0.49,"B51","I would recommend [my organisation] as a great place to work",17102,"H08",FALSE
"b51","Occupation of main role - major groups","Specialist services",0.42,"B51","I would recommend [my organisation] as a great place to work",27836,"H08",FALSE
"b51","Occupation of main role - major groups","Other",0.31,"B51","I would recommend [my organisation] as a great place to work",14756,"H08",FALSE
"b51","Development scheme","Not on a development scheme",0.38,"B51","I would recommend [my organisation] as a great place to work",255315,"H09",FALSE
"b51","Development scheme","Civil Service Fast Stream schemes",0.68,"B51","I would recommend [my organisation] as a great place to work",2285,"H09",FALSE
"b51","Development scheme","Other development scheme",0.54,"B51","I would recommend [my organisation] as a great place to work",5666,"H09",FALSE
"b51","Sex","Male",0.38,"B51","I would recommend [my organisation] as a great place to work",113109,"J01",FALSE
"b51","Sex","Female",0.44,"B51","I would recommend [my organisation] as a great place to work",125295,"J01",FALSE
"b51","Age","Aged 16-34",0.52,"B51","I would recommend [my organisation] as a great place to work",52923,"J02",FALSE
"b51","Age","Aged 35-44",0.43,"B51","I would recommend [my organisation] as a great place to work",60476,"J02",FALSE
"b51","Age","Aged 45-54",0.37,"B51","I would recommend [my organisation] as a great place to work",79941,"J02",FALSE
"b51","Age","Aged 55+",0.35,"B51","I would recommend [my organisation] as a great place to work",40346,"J02",FALSE
"b51","Ethnicity - binary","White",0.39,"B51","I would recommend [my organisation] as a great place to work",216883,"J03",FALSE
"b51","Ethnicity - binary","BME",0.56,"B51","I would recommend [my organisation] as a great place to work",22776,"J03",FALSE
"b51","Ethnicity - major group","White",0.39,"B51","I would recommend [my organisation] as a great place to work",216883,"J03",FALSE
"b51","Ethnicity - major group","Mixed",0.5,"B51","I would recommend [my organisation] as a great place to work",3319,"J03",FALSE
"b51","Ethnicity - major group","Asian",0.58,"B51","I would recommend [my organisation] as a great place to work",11620,"J03",FALSE
"b51","Ethnicity - major group","Black",0.56,"B51","I would recommend [my organisation] as a great place to work",6511,"J03",FALSE
"b51","Ethnicity - major group","Other ethnic group",0.62,"B51","I would recommend [my organisation] as a great place to work",1326,"J03",FALSE
"b51","Long-term health","No long-term limiting illness or condition",0.41,"B51","I would recommend [my organisation] as a great place to work",227203,"J04",FALSE
"b51","Long-term health","Long-term limiting illness or condition",0.3,"B51","I would recommend [my organisation] as a great place to work",20700,"J04",FALSE
"b51","Caring status","Not a carer",0.41,"B51","I would recommend [my organisation] as a great place to work",194596,"J05",FALSE
"b51","Caring status","Carer for others",0.36,"B51","I would recommend [my organisation] as a great place to work",56905,"J05",FALSE
"b51","Childcare status","No childcare responsibilities",0.4,"B51","I would recommend [my organisation] as a great place to work",165273,"J06",FALSE
"b51","Childcare status","Has childcare responsibilities",0.41,"B51","I would recommend [my organisation] as a great place to work",85962,"J06",FALSE
"b51","Sexual identity","Heterosexual/straight",0.41,"B51","I would recommend [my organisation] as a great place to work",223402,"J07",FALSE
"b51","Sexual identity","Gay, lesbian or bisexual",0.42,"B51","I would recommend [my organisation] as a great place to work",7524,"J07",FALSE
"b51","Sexual identity","Other",0.32,"B51","I would recommend [my organisation] as a great place to work",1541,"J07",FALSE
"b51","Religious identity","No religion",0.39,"B51","I would recommend [my organisation] as a great place to work",84120,"J08",FALSE
"b51","Religious identity","Christian",0.42,"B51","I would recommend [my organisation] as a great place to work",131231,"J08",FALSE
"b51","Religious identity","Buddhist",0.42,"B51","I would recommend [my organisation] as a great place to work",1389,"J08",FALSE
"b51","Religious identity","Hindu",0.58,"B51","I would recommend [my organisation] as a great place to work",3539,"J08",FALSE
"b51","Religious identity","Jewish",0.41,"B51","I would recommend [my organisation] as a great place to work",815,"J08",FALSE
"b51","Religious identity","Muslim",0.63,"B51","I would recommend [my organisation] as a great place to work",5725,"J08",FALSE
"b51","Religious identity","Sikh",0.49,"B51","I would recommend [my organisation] as a great place to work",1433,"J08",FALSE
"b51","Religious identity","Any other religion",0.34,"B51","I would recommend [my organisation] as a great place to work",4221,"J08",FALSE
"b52","Grade","AO/AA",0.37,"B52","I feel a strong personal attachment to [my organisation]",77720,"",FALSE
"b52","Grade","EO",0.42,"B52","I feel a strong personal attachment to [my organisation]",72857,"",FALSE
"b52","Grade","SEO/HEO",0.48,"B52","I feel a strong personal attachment to [my organisation]",68329,"",FALSE
"b52","Grade","G6/G7",0.52,"B52","I feel a strong personal attachment to [my organisation]",27956,"",FALSE
"b52","Grade","SCS",0.68,"B52","I feel a strong personal attachment to [my organisation]",4193,"",FALSE
"b52","Country usually work in","England",0.42,"B52","I feel a strong personal attachment to [my organisation]",210200,"H01",FALSE
"b52","Country usually work in","Scotland",0.45,"B52","I feel a strong personal attachment to [my organisation]",25648,"H01",FALSE
"b52","Country usually work in","Wales",0.45,"B52","I feel a strong personal attachment to [my organisation]",18642,"H01",FALSE
