"Dept","Whitehall","value","measure","Period","group","chart","sorter","totalgroup"
"FCO","Departmental Group",-0.01,"Cumulative_Perc_net_change","2010Q4","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.07,"Cumulative_Perc_net_change","2012Q3","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",0.01,"Cumulative_Perc_net_change","2012Q2","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.06,"Cumulative_Perc_net_change","2013Q1","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.04,"Cumulative_Perc_net_change","2013Q3","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.07,"Cumulative_Perc_net_change","2011Q3","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.04,"Cumulative_Perc_net_change","2011Q4","FCO-Departmental Group",TRUE,-0.04,FALSE
"FCO","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q1","FCO-Departmental Group",TRUE,-0.04,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2012Q3","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.02,"Cumulative_Perc_net_change","2012Q1","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.01,"Cumulative_Perc_net_change","2011Q1","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.06,"Cumulative_Perc_net_change","2013Q2","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.02,"Cumulative_Perc_net_change","2012Q1","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.01,"Cumulative_Perc_net_change","2010Q4","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.01,"Cumulative_Perc_net_change","2011Q4","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2012Q4","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.06,"Cumulative_Perc_net_change","2013Q2","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.01,"Cumulative_Perc_net_change","2010Q4","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",0,"Cumulative_Perc_net_change","2011Q2","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.05,"Cumulative_Perc_net_change","2013Q1","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.07,"Cumulative_Perc_net_change","2013Q3","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.03,"Cumulative_Perc_net_change","2012Q2","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","HMRC-Whitehall",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.03,"Cumulative_Perc_net_change","2012Q2","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.01,"Cumulative_Perc_net_change","2011Q4","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.05,"Cumulative_Perc_net_change","2012Q4","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.01,"Cumulative_Perc_net_change","2011Q3","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.01,"Cumulative_Perc_net_change","2011Q1","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2013Q1","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Departmental Group",0,"Cumulative_Perc_net_change","2011Q2","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.07,"Cumulative_Perc_net_change","2013Q3","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMRC","Non-Whitehall",-0.01,"Cumulative_Perc_net_change","2011Q3","HMRC-Non-Whitehall",TRUE,-0.07,FALSE
"HMRC","Departmental Group",-0.04,"Cumulative_Perc_net_change","2012Q3","HMRC-Departmental Group",TRUE,-0.07,FALSE
"HMT","Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q1","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.16,"Cumulative_Perc_net_change","2012Q3","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.17,"Cumulative_Perc_net_change","2013Q2","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.07,"Cumulative_Perc_net_change","2012Q1","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.16,"Cumulative_Perc_net_change","2013Q3","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.15,"Cumulative_Perc_net_change","2011Q2","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.17,"Cumulative_Perc_net_change","2011Q3","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.19,"Cumulative_Perc_net_change","2012Q4","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.14,"Cumulative_Perc_net_change","2012Q2","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.18,"Cumulative_Perc_net_change","2011Q4","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q1","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.03,"Cumulative_Perc_net_change","2011Q2","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q4","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.22,"Cumulative_Perc_net_change","2013Q3","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.14,"Cumulative_Perc_net_change","2012Q2","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.14,"Cumulative_Perc_net_change","2012Q3","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.16,"Cumulative_Perc_net_change","2013Q2","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.16,"Cumulative_Perc_net_change","2012Q1","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.11,"Cumulative_Perc_net_change","2011Q4","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.08,"Cumulative_Perc_net_change","2012Q2","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.1,"Cumulative_Perc_net_change","2013Q2","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.03,"Cumulative_Perc_net_change","2010Q4","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.09,"Cumulative_Perc_net_change","2011Q1","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.08,"Cumulative_Perc_net_change","2013Q3","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.16,"Cumulative_Perc_net_change","2011Q3","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.08,"Cumulative_Perc_net_change","2013Q1","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.08,"Cumulative_Perc_net_change","2012Q4","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.1,"Cumulative_Perc_net_change","2011Q3","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q4","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.19,"Cumulative_Perc_net_change","2013Q1","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0.16,"Cumulative_Perc_net_change","2011Q4","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.12,"Cumulative_Perc_net_change","2011Q2","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Whitehall",-0.04,"Cumulative_Perc_net_change","2010Q4","HMT-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.07,"Cumulative_Perc_net_change","2011Q1","HMT-Departmental Group",TRUE,-0.08,FALSE
"HMT","Non-Whitehall",0,"Cumulative_Perc_net_change","2011Q1","HMT-Non-Whitehall",TRUE,-0.08,FALSE
"HMT","Departmental Group",-0.08,"Cumulative_Perc_net_change","2012Q3","HMT-Departmental Group",TRUE,-0.08,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.13,"Cumulative_Perc_net_change","2013Q3","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q2","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.16,"Cumulative_Perc_net_change","2012Q1","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.16,"Cumulative_Perc_net_change","2012Q2","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q1","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.16,"Cumulative_Perc_net_change","2012Q4","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.16,"Cumulative_Perc_net_change","2012Q3","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.16,"Cumulative_Perc_net_change","2012Q1","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","HO-Whitehall",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.15,"Cumulative_Perc_net_change","2011Q4","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2011Q4","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.13,"Cumulative_Perc_net_change","2011Q3","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.1,"Cumulative_Perc_net_change","2011Q2","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2010Q4","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.15,"Cumulative_Perc_net_change","2013Q1","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.16,"Cumulative_Perc_net_change","2012Q4","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.04,"Cumulative_Perc_net_change","2010Q4","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.16,"Cumulative_Perc_net_change","2012Q2","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Non-Whitehall",-0.06,"Cumulative_Perc_net_change","2011Q1","HO-Non-Whitehall",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.13,"Cumulative_Perc_net_change","2011Q3","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.16,"Cumulative_Perc_net_change","2012Q3","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.13,"Cumulative_Perc_net_change","2013Q3","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.06,"Cumulative_Perc_net_change","2011Q1","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.15,"Cumulative_Perc_net_change","2013Q2","HO-Departmental Group",TRUE,-0.13,FALSE
"HO","Departmental Group",-0.1,"Cumulative_Perc_net_change","2011Q2","HO-Departmental Group",TRUE,-0.13,FALSE
"MoD","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2012Q1","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2010Q4","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q3","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q2","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.21,"Cumulative_Perc_net_change","2013Q2","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2013Q1","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q2","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q4","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2013Q3","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.01,"Cumulative_Perc_net_change","2010Q4","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.17,"Cumulative_Perc_net_change","2012Q2","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q4","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.21,"Cumulative_Perc_net_change","2013Q1","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.2,"Cumulative_Perc_net_change","2012Q4","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q3","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2011Q1","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.18,"Cumulative_Perc_net_change","2012Q3","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.02,"Cumulative_Perc_net_change","2011Q1","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.22,"Cumulative_Perc_net_change","2013Q3","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.1,"Cumulative_Perc_net_change","2011Q4","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q3","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2012Q1","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Whitehall",NA,"Cumulative_Perc_net_change","2013Q2","MoD-Whitehall",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2011Q2","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.21,"Cumulative_Perc_net_change","2013Q1","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.1,"Cumulative_Perc_net_change","2011Q4","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoD-Non-Whitehall",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.22,"Cumulative_Perc_net_change","2013Q3","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.21,"Cumulative_Perc_net_change","2013Q2","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.01,"Cumulative_Perc_net_change","2010Q4","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.2,"Cumulative_Perc_net_change","2012Q4","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q3","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.18,"Cumulative_Perc_net_change","2012Q3","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.15,"Cumulative_Perc_net_change","2012Q1","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.02,"Cumulative_Perc_net_change","2011Q1","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.17,"Cumulative_Perc_net_change","2012Q2","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoD","Departmental Group",-0.04,"Cumulative_Perc_net_change","2011Q2","MoD-Departmental Group",TRUE,-0.22,FALSE
"MoJ","Whitehall",-0.02,"Cumulative_Perc_net_change","2011Q1","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.1,"Cumulative_Perc_net_change","2011Q4","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.1,"Cumulative_Perc_net_change","2012Q1","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.05,"Cumulative_Perc_net_change","2011Q3","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q3","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.08,"Cumulative_Perc_net_change","2011Q3","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q4","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.07,"Cumulative_Perc_net_change","2011Q2","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.04,"Cumulative_Perc_net_change","2011Q2","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.08,"Cumulative_Perc_net_change","2011Q4","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.15,"Cumulative_Perc_net_change","2013Q1","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.17,"Cumulative_Perc_net_change","2013Q2","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.11,"Cumulative_Perc_net_change","2012Q2","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.12,"Cumulative_Perc_net_change","2012Q1","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.13,"Cumulative_Perc_net_change","2013Q2","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.01,"Cumulative_Perc_net_change","2011Q1","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.14,"Cumulative_Perc_net_change","2012Q4","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.03,"Cumulative_Perc_net_change","2010Q4","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.08,"Cumulative_Perc_net_change","2011Q4","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Non-Whitehall",-0.18,"Cumulative_Perc_net_change","2013Q3","MoJ-Non-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.12,"Cumulative_Perc_net_change","2012Q2","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.16,"Cumulative_Perc_net_change","2013Q3","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.17,"Cumulative_Perc_net_change","2013Q2","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q3","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.1,"Cumulative_Perc_net_change","2012Q1","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.13,"Cumulative_Perc_net_change","2012Q3","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.11,"Cumulative_Perc_net_change","2012Q2","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.04,"Cumulative_Perc_net_change","2011Q2","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.01,"Cumulative_Perc_net_change","2010Q4","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.13,"Cumulative_Perc_net_change","2012Q4","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q4","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.05,"Cumulative_Perc_net_change","2011Q3","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.18,"Cumulative_Perc_net_change","2013Q3","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Whitehall",-0.13,"Cumulative_Perc_net_change","2013Q1","MoJ-Whitehall",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.01,"Cumulative_Perc_net_change","2011Q1","MoJ-Departmental Group",TRUE,-0.18,FALSE
"MoJ","Departmental Group",-0.15,"Cumulative_Perc_net_change","2013Q1","MoJ-Departmental Group",TRUE,-0.18,FALSE
"Total excl. Whitehall FCO","Non-Whitehall",-0.02,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.02,"Cumulative_Perc_net_change","2010Q4","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.03,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.03,"Cumulative_Perc_net_change","2011Q1","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",-0.13,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",-0.1,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Departmental Group",-0.11,"Cumulative_Perc_net_change","2012Q1","Total excl. Whitehall FCO-Departmental Group",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Whitehall",TRUE,-0.15,TRUE
"Total excl. Whitehall FCO","Non-Whitehall",0,"Cumulative_Perc_net_change","2010Q3","Total excl. Whitehall FCO-Non-Whitehall",TRUE,-0.15,TRUE
